,S11,S12,S13,S14,S21,S22,S23,S24,S31,S32,S33,S34,S41,S42,S43,S44,wavelength
185,(-0.00018951980411427712-8.919839295128964e-05j),(7.903107074992994e-05+6.552962723866631e-05j),(-0.009433784798985243-0.06681614917928831j),(0.9303945217855613-0.36056307519145225j),(7.807543497198725e-05+6.66636343530655e-05j),(0.00019094432132826358+0.002204110545217245j),(-0.9922916673038709-0.08890427473080156j),(0.00942886733080835+0.06681944445705076j),(0.00942886733080835+0.06681944445705076j),(-0.9922916673038709-0.08890427473080156j),(0.00019094432132826358+0.002204110545217245j),(7.807543497198725e-05+6.66636343530655e-05j),(0.9303945217855613-0.36056307519145225j),(-0.009433784798985243-0.06681614917928831j),(7.903107074992994e-05+6.552962723866631e-05j),(-0.00018951980411427712-8.919839295128964e-05j),1.5075757575757576
186,(-0.00014420710922989435-8.965502575776046e-05j),(4.17637410685862e-05+9.49551227507483e-05j),(0.003268965743743793-0.0672365030269349j),(0.9730795128798397-0.22063979582336654j),(4.0627968939207266e-05+9.603760024210345e-05j),(-0.0001771753947674816+0.0016086126979890987j),(-0.9458509642174364-0.3130609719439112j),(-0.003276653827687798+0.06724397591668041j),(-0.003276653827687798+0.06724397591668041j),(-0.9458509642174364-0.3130609719439112j),(-0.0001771753947674816+0.0016086126979890987j),(4.0627968939207266e-05+9.603760024210345e-05j),(0.9730795128798397-0.22063979582336654j),(0.003268965743743793-0.0672365030269349j),(4.17637410685862e-05+9.49551227507483e-05j),(-0.00014420710922989435-8.965502575776046e-05j),1.507100031555696
187,(-4.834797026718469e-05-0.0002252415792245674j),(-5.016981387049155e-06+0.0001047685345823638j),(0.01576080258239211-0.06516016068645268j),(0.9947344841872336-0.07513490892290008j),(-6.284573240938236e-06+0.00010589618164309787j),(-6.136169924194642e-05+0.000809621142656953j),(-0.8485407637180735-0.5214746783876422j),(-0.015764235074826133+0.0651654687400341j),(-0.015764235074826133+0.0651654687400341j),(-0.8485407637180735-0.5214746783876422j),(-6.136169924194642e-05+0.000809621142656953j),(-6.284573240938236e-06+0.00010589618164309787j),(0.9947344841872336-0.07513490892290008j),(0.01576080258239211-0.06516016068645268j),(-5.016981387049155e-06+0.0001047685345823638j),(-4.834797026718469e-05-0.0002252415792245674j),1.5066246056782338
188,(-5.815639467504682e-05-0.00025782906763542504j),(-5.24232566582005e-05+9.380997746242386e-05j),(0.027695493937670415-0.06084816770355262j),(0.9954364723872+0.07143602347932554j),(-5.3778453546433055e-05+9.481428109807176e-05j),(0.0002510748675836501+5.873667690687986e-05j),(-0.7072585405807921-0.7021037348933991j),(-0.02770311414484794+0.060848634676141995j),(-0.02770311414484794+0.060848634676141995j),(-0.7072585405807921-0.7021037348933991j),(0.0002510748675836501+5.873667690687986e-05j),(-5.3778453546433055e-05+9.481428109807176e-05j),(0.9954364723872+0.07143602347932554j),(0.027695493937670415-0.06084816770355262j),(-5.24232566582005e-05+9.380997746242386e-05j),(-5.815639467504682e-05-0.00025782906763542504j),1.5061494796594137
189,(9.004005452405194e-05-0.00023764853303374559j),(-9.063865138344438e-05+6.291335261831454e-05j),(0.038460962262878956-0.054413528397795875j),(0.9737958238680634+0.2165091909654143j),(-9.223855799684309e-05+6.387532313602025e-05j),(0.0009521508950680117-0.00031599024311509895j),(-0.5275520652200733-0.8447564715469891j),(-0.038470762639508285+0.05441739251255335j),(-0.038470762639508285+0.05441739251255335j),(-0.5275520652200733-0.8447564715469891j),(0.0009521508950680117-0.00031599024311509895j),(-9.223855799684309e-05+6.387532313602025e-05j),(0.9737958238680634+0.2165091909654143j),(0.038460962262878956-0.054413528397795875j),(-9.063865138344438e-05+6.291335261831454e-05j),(9.004005452405194e-05-0.00023764853303374559j),1.5056746532156369
190,(0.0001592489574839601-0.0003153071939309595j),(-0.00011306043114792273+1.7362362777721913e-05j),(0.04785873941106673-0.04600071775617539j),(0.9316625860415196+0.3574414910591015j),(-0.00011471226832160659+1.8283869659251297e-05j),(0.001833027828845572-0.0005181511664492413j),(-0.3198819622131453-0.9436958195292366j),(-0.04786364688292059+0.046002124055937j),(-0.04786364688292059+0.046002124055937j),(-0.3198819622131453-0.9436958195292366j),(0.001833027828845572-0.0005181511664492413j),(-0.00011471226832160659+1.8283869659251297e-05j),(0.9316625860415196+0.3574414910591015j),(0.04785873941106673-0.04600071775617539j),(-0.00011306043114792273+1.7362362777721913e-05j),(0.0001592489574839601-0.0003153071939309595j),1.5052001260636623
191,(0.00019371443888819244-0.00022215155654502325j),(-0.00011411883975422508-3.403734348315649e-05j),(0.055506213708881175-0.03611771106690425j),(0.8693383793949946+0.4898599491288751j),(-0.00011595049134164883-3.332781542058612e-05j),(0.0025564725695281522-0.0002396452527564644j),(-0.0959773373852819-0.991678845889119j),(-0.05551462135192582+0.036113690149200295j),(-0.05551462135192582+0.036113690149200295j),(-0.0959773373852819-0.991678845889119j),(0.0025564725695281522-0.0002396452527564644j),(-0.00011595049134164883-3.332781542058612e-05j),(0.8693383793949946+0.4898599491288751j),(0.055506213708881175-0.03611771106690425j),(-0.00011411883975422508-3.403734348315649e-05j),(0.00019371443888819244-0.00022215155654502325j),1.504725897920605
192,(0.00034008871865587537-0.00018579269161824182j),(-9.268133942802515e-05-8.298785867061726e-05j),(0.061042076758537865-0.024943752734699356j),(0.787648143733885+0.6122956096971554j),(-9.467241013895626e-05-8.241070116845769e-05j),(0.003265166264283458+0.0004015363995204923j),(0.13420103384820464-0.9869947874560895j),(-0.06105195824302554+0.02494386719450891j),(-0.06105195824302554+0.02494386719450891j),(0.13420103384820464-0.9869947874560895j),(0.003265166264283458+0.0004015363995204923j),(-9.467241013895626e-05-8.241070116845769e-05j),(0.787648143733885+0.6122956096971554j),(0.061042076758537865-0.024943752734699356j),(-9.268133942802515e-05-8.298785867061726e-05j),(0.00034008871865587537-0.00018579269161824182j),1.5042519685039373
193,(0.00032417127535759615-0.00016369003484232832j),(-5.244804439545575e-05-0.00011966783145928104j),(0.06448535287089671-0.012942011885278151j),(0.6896903737182923+0.7214247831708523j),(-5.4362706439640264e-05-0.00011923985437120917j),(0.0035495487493001363+0.0011271475155130034j),(0.35646882435552657-0.9307033428395649j),(-0.06448890127528112+0.012939093658235862j),(-0.06448890127528112+0.012939093658235862j),(0.35646882435552657-0.9307033428395649j),(0.0035495487493001363+0.0011271475155130034j),(-5.4362706439640264e-05-0.00011923985437120917j),(0.6896903737182923+0.7214247831708523j),(0.06448535287089671-0.012942011885278151j),(-5.244804439545575e-05-0.00011966783145928104j),(0.00032417127535759615-0.00016369003484232832j),1.5037783375314864
194,(0.0003619607511733308-5.066320016162896e-06j),(1.343961546813888e-06-0.0001368218529412555j),(0.06554159968274464-0.0006492484917482841j),(0.5761982173665723+0.8144159010635283j),(-6.969785000107557e-07-0.00013659037898581465j),(0.0034129737052888427+0.0020715880148965524j),(0.559766093583914-0.8238018484686058j),(-0.06554907679637734+0.000640875309275659j),(-0.06554907679637734+0.000640875309275659j),(0.559766093583914-0.8238018484686058j),(0.0034129737052888427+0.0020715880148965524j),(-6.969785000107557e-07-0.00013659037898581465j),(0.5761982173665723+0.8144159010635283j),(0.06554159968274464-0.0006492484917482841j),(1.343961546813888e-06-0.0001368218529412555j),(0.0003619607511733308-5.066320016162896e-06j),1.5033050047214356
195,(0.0004096208381053348+1.5353158785704424e-05j),(5.903857592824821e-05-0.00013116396684387526j),(0.06424371758267426+0.011703633776103462j),(0.45027016230895234+0.8906032219356236j),(5.700347647099066e-05-0.00013100155229464277j),(0.0030386908495534637+0.0027859456856720683j),(0.7341947835696028-0.6738499515379449j),(-0.06425110476882977-0.011706232656590668j),(-0.06425110476882977-0.011706232656590668j),(0.7341947835696028-0.6738499515379449j),(0.0030386908495534637+0.0027859456856720683j),(5.700347647099066e-05-0.00013100155229464277j),(0.45027016230895234+0.8906032219356236j),(0.06424371758267426+0.011703633776103462j),(5.903857592824821e-05-0.00013116396684387526j),(0.0004096208381053348+1.5353158785704424e-05j),1.5028319697923225
196,(0.00030507750315644067+0.000104891734880633j),(0.00011075056661505409-0.00010166049999386781j),(0.06076384789052261+0.023489519972109726j),(0.3150940474562584+0.9468778152601419j),(0.00010872127493324833-0.000101602106847416j),(0.0022176373271113278+0.0031804923041215414j),(0.8684976973141256-0.4881696257389193j),(-0.06076377635045038-0.023496162281779222j),(-0.06076377635045038-0.023496162281779222j),(0.8684976973141256-0.4881696257389193j),(0.0022176373271113278+0.0031804923041215414j),(0.00010872127493324833-0.000101602106847416j),(0.3150940474562584+0.9468778152601419j),(0.06076384789052261+0.023489519972109726j),(0.00011075056661505409-0.00010166049999386781j),(0.00030507750315644067+0.000104891734880633j),1.5023592324630388
197,(0.0003184961328331904+0.0002233062723859074j),(0.00014822053180403678-5.270191478857066e-05j),(0.055026172367409705+0.034344040507213375j),(0.17227292841205136+0.9827054503373578j),(0.00014600277190307152-5.283221022220136e-05j),(0.0013725491181143246+0.0033302912807917015j),(0.9573221056599084-0.27565541776811575j),(-0.05503147313832642-0.034354921992429614j),(-0.05503147313832642-0.034354921992429614j),(0.9573221056599084-0.27565541776811575j),(0.0013725491181143246+0.0033302912807917015j),(0.00014600277190307152-5.283221022220136e-05j),(0.17227292841205136+0.9827054503373578j),(0.055026172367409705+0.034344040507213375j),(0.00014822053180403678-5.270191478857066e-05j),(0.0003184961328331904+0.0002233062723859074j),1.5018867924528305
198,(0.00024416823180140973+0.00019228437621217782j),(0.0001632992474342798+8.257688861525535e-06j),(0.04743619671924446+0.04400505972557869j),(0.026339505538711235+0.9977974590696541j),(0.00016113160140621296+7.95425499322972e-06j),(0.0006197455310117817+0.0029043868343516083j),(0.9953967829465533-0.04952394995925276j),(-0.04743897293468849-0.04400845986012906j),(-0.04743897293468849-0.04400845986012906j),(0.9953967829465533-0.04952394995925276j),(0.0006197455310117817+0.0029043868343516083j),(0.00016113160140621296+7.95425499322972e-06j),(0.026339505538711235+0.9977974590696541j),(0.04743619671924446+0.04400505972557869j),(0.0001632992474342798+8.257688861525535e-06j),(0.00024416823180140973+0.00019228437621217782j),1.5014146494812952
199,(0.00011112037140739728+0.00028164956444633903j),(0.00015325203168090325+7.235386532696373e-05j),(0.038229681407251886+0.05191859427134649j),(-0.12026343525990636+0.9904349136688338j),(0.0001510967965705145+7.179116395284244e-05j),(-3.0376544409795658e-05+0.0022338329705083354j),(0.9796972226632197+0.17989150746126165j),(-0.03822523013469956-0.0519276334655833j),(-0.03822523013469956-0.0519276334655833j),(0.9796972226632197+0.17989150746126165j),(-3.0376544409795658e-05+0.0022338329705083354j),(0.0001510967965705145+7.179116395284244e-05j),(-0.12026343525990636+0.9904349136688338j),(0.038229681407251886+0.05191859427134649j),(0.00015325203168090325+7.235386532696373e-05j),(0.00011112037140739728+0.00028164956444633903j),1.500942803268385
200,(0.00011168411906143015+0.00027722641140650553j),(0.00011882403863942473+0.00012836185851541134j),(0.027620023270671635+0.05799859557677421j),(-0.26481733187311157+0.9622328873011202j),(0.00011670717562227373+0.00012764513700090464j),(-0.00013489289851516335+0.0013920913148875295j),(0.9128867452113231+0.3999168148794513j),(-0.02762249616141626-0.05800882690751683j),(-0.02762249616141626-0.05800882690751683j),(0.9128867452113231+0.3999168148794513j),(-0.00013489289851516335+0.0013920913148875295j),(0.00011670717562227373+0.00012764513700090464j),(-0.26481733187311157+0.9622328873011202j),(0.027620023270671635+0.05799859557677421j),(0.00011882403863942473+0.00012836185851541134j),(0.00011168411906143015+0.00027722641140650553j),1.5004712535344018
201,(-3.329957397496268e-05+0.00019558089858950453j),(6.386907170512607e-05+0.0001675646606385387j),(0.016213411581925966+0.06200096025941084j),(-0.40278587310027436+0.9131168947710095j),(6.19344691535809e-05+0.00016672860902498937j),(0.00010044678876573126+0.0003984730987507869j),(0.7969164970398498+0.5978914921075091j),(-0.01621089254752815-0.062003361869688994j),(-0.01621089254752815-0.062003361869688994j),(0.7969164970398498+0.5978914921075091j),(0.00010044678876573126+0.0003984730987507869j),(6.19344691535809e-05+0.00016672860902498937j),(-0.40278587310027436+0.9131168947710095j),(0.016213411581925966+0.06200096025941084j),(6.386907170512607e-05+0.0001675646606385387j),(-3.329957397496268e-05+0.00019558089858950453j),1.5
